modm::delay_ns for system clock = 48000000
    expected       |      measured
      ns |  cycles |  cycles |       ns
     616 |    29568 |    29612 |      616
     617 |    29616 |    29660 |      617
     618 |    29664 |    29705 |      618
     619 |    29712 |    29754 |      619
     620 |    29760 |    29804 |      620
     621 |    29808 |    29850 |      621
     622 |    29856 |    29900 |      622
     623 |    29904 |    29947 |      623
     624 |    29952 |    29998 |      624
     625 |    30000 |    30045 |      625
     626 |    30048 |    30090 |      626
     627 |    30096 |    30138 |      627
     628 |    30144 |    30192 |      629
     629 |    30192 |    30237 |      629
     630 |    30240 |    30282 |      630
     631 |    30288 |    30325 |      631
     632 |    30336 |    30378 |      632
     633 |    30384 |    30427 |      633
     634 |    30432 |    30474 |      634
     635 |    30480 |    30526 |      635
     636 |    30528 |    30570 |      636
     637 |    30576 |    30617 |      637
     638 |    30624 |    30667 |      638
     639 |    30672 |    30715 |      639
     640 |    30720 |    30766 |      640
     641 |    30768 |    30810 |      641
     642 |    30816 |    30857 |      642
     643 |    30864 |    30906 |      643
     644 |    30912 |    30954 |      644
     645 |    30960 |    31001 |      645
     646 |    31008 |    31049 |      646
     647 |    31056 |    31096 |      647
     648 |    31104 |    31145 |      648
     649 |    31152 |    31196 |      649
     650 |    31200 |    31243 |      650
     651 |    31248 |    31292 |      651
     652 |    31296 |    31339 |      652
     653 |    31344 |    31385 |      653
     654 |    31392 |    31434 |      654
     655 |    31440 |    31485 |      655
     656 |    31488 |    31531 |      656
     657 |    31536 |    31578 |      657
     658 |    31584 |    31625 |      658
     659 |    31632 |    31677 |      659
     660 |    31680 |    31723 |      660
     661 |    31728 |    31771 |      661
     662 |    31776 |    31818 |      662
     663 |    31824 |    31867 |      663
     664 |    31872 |    31912 |      664
     665 |    31920 |    31964 |      665
     666 |    31968 |    32009 |      666
     667 |    32016 |    32058 |      667
     668 |    32064 |    32104 |      668
     669 |    32112 |    32154 |      669
     670 |    32160 |    32207 |      670
     671 |    32208 |    32249 |      671
     672 |    32256 |    32299 |      672
     673 |    32304 |    32348 |      673
     674 |    32352 |    32398 |      674
     675 |    32400 |    32442 |      675
     676 |    32448 |    32494 |      676
     677 |    32496 |    32539 |      677
     678 |    32544 |    32588 |      678
     679 |    32592 |    32636 |      679
     680 |    32640 |    32684 |      680
     681 |    32688 |    32737 |      682
     682 |    32736 |    32779 |      682
     683 |    32784 |    32827 |      683
     684 |    32832 |    32877 |      684
     685 |    32880 |    32926 |      685
     686 |    32928 |    32972 |      686
     687 |    32976 |    33020 |      687
     688 |    33024 |    33069 |      688
     689 |    33072 |    33117 |      689
     690 |    33120 |    33165 |      690
     691 |    33168 |    33206 |      691
     692 |    33216 |    33256 |      692
     693 |    33264 |    33307 |      693
     694 |    33312 |    33356 |      694
     695 |    33360 |    33404 |      695
     696 |    33408 |    33451 |      696
     697 |    33456 |    33498 |      697
     698 |    33504 |    33551 |      698
     699 |    33552 |    33595 |      699
     700 |    33600 |    33645 |      700
     701 |    33648 |    33690 |      701
     702 |    33696 |    33739 |      702
     703 |    33744 |    33788 |      703
     704 |    33792 |    33833 |      704
     705 |    33840 |    33884 |      705
     706 |    33888 |    33933 |      706
     707 |    33936 |    33981 |      707
     708 |    33984 |    34029 |      708
     709 |    34032 |    34078 |      709
     710 |    34080 |    34124 |      710
     711 |    34128 |    34175 |      711
     712 |    34176 |    34222 |      712
     713 |    34224 |    34269 |      713
     714 |    34272 |    34315 |      714
     715 |    34320 |    34362 |      715
     716 |    34368 |    34412 |      716
     717 |    34416 |    34455 |      717
     718 |    34464 |    34507 |      718
     719 |    34512 |    34558 |      719
     720 |    34560 |    34602 |      720
     721 |    34608 |    34651 |      721
     722 |    34656 |    34702 |      722
     723 |    34704 |    34748 |      723
     724 |    34752 |    34797 |      724
     725 |    34800 |    34847 |      725
     726 |    34848 |    34892 |      726
     727 |    34896 |    34938 |      727
     728 |    34944 |    34990 |      728
     729 |    34992 |    35035 |      729
     730 |    35040 |    35087 |      730
     731 |    35088 |    35129 |      731
     732 |    35136 |    35180 |      732
     733 |    35184 |    35228 |      733
     734 |    35232 |    35273 |      734
     735 |    35280 |    35327 |      735
     736 |    35328 |    35371 |      736
     737 |    35376 |    35424 |      738
     738 |    35424 |    35466 |      738
     739 |    35472 |    35518 |      739
     740 |    35520 |    35564 |      740
     741 |    35568 |    35614 |      741
     742 |    35616 |    35663 |      742
     743 |    35664 |    35708 |      743
     744 |    35712 |    35756 |      744
     745 |    35760 |    35806 |      745
     746 |    35808 |    35856 |      747
     747 |    35856 |    35900 |      747
     748 |    35904 |    35949 |      748
     749 |    35952 |    35997 |      749
     750 |    36000 |    36047 |      750
     751 |    36048 |    36093 |      751
     752 |    36096 |    36139 |      752
     753 |    36144 |    36187 |      753
     754 |    36192 |    36236 |      754
     755 |    36240 |    36284 |      755
     756 |    36288 |    36332 |      756
     757 |    36336 |    36380 |      757
     758 |    36384 |    36428 |      758
     759 |    36432 |    36475 |      759
     760 |    36480 |    36521 |      760
     761 |    36528 |    36576 |      762
     762 |    36576 |    36620 |      762
     763 |    36624 |    36671 |      763
     764 |    36672 |    36718 |      764
     765 |    36720 |    36769 |      766
     766 |    36768 |    36811 |      766
     767 |    36816 |    36859 |      767
     768 |    36864 |    36910 |      768
     769 |    36912 |    36956 |      769
     770 |    36960 |    37006 |      770
     771 |    37008 |    37053 |      771
     772 |    37056 |    37101 |      772
     773 |    37104 |    37149 |      773
     774 |    37152 |    37194 |      774
     775 |    37200 |    37245 |      775
     776 |    37248 |    37295 |      776
     777 |    37296 |    37337 |      777
     778 |    37344 |    37392 |      779
     779 |    37392 |    37436 |      779
     780 |    37440 |    37484 |      780
     781 |    37488 |    37535 |      781
     782 |    37536 |    37578 |      782
     783 |    37584 |    37627 |      783
     784 |    37632 |    37675 |      784
     785 |    37680 |    37724 |      785
     786 |    37728 |    37773 |      786
     787 |    37776 |    37820 |      787
     788 |    37824 |    37871 |      788
     789 |    37872 |    37917 |      789
     790 |    37920 |    37966 |      790
     791 |    37968 |    38010 |      791
     792 |    38016 |    38062 |      792
     793 |    38064 |    38112 |      794
     794 |    38112 |    38151 |      794
     795 |    38160 |    38205 |      795
     796 |    38208 |    38253 |      796
     797 |    38256 |    38299 |      797
     798 |    38304 |    38345 |      798
     799 |    38352 |    38398 |      799
     800 |    38400 |    38448 |      801
     801 |    38448 |    38496 |      802
     802 |    38496 |    38539 |      802
     803 |    38544 |    38591 |      803
     804 |    38592 |    38635 |      804
     805 |    38640 |    38683 |      805
     806 |    38688 |    38731 |      806
     807 |    38736 |    38779 |      807
     808 |    38784 |    38827 |      808
     809 |    38832 |    38878 |      809
     810 |    38880 |    38925 |      810
     811 |    38928 |    38971 |      811
     812 |    38976 |    39022 |      812
     813 |    39024 |    39067 |      813
     814 |    39072 |    39121 |      815
     815 |    39120 |    39165 |      815
     816 |    39168 |    39212 |      816
     817 |    39216 |    39261 |      817
     818 |    39264 |    39310 |      818
     819 |    39312 |    39356 |      819
     820 |    39360 |    39406 |      820
     821 |    39408 |    39454 |      821
     822 |    39456 |    39499 |      822
     823 |    39504 |    39545 |      823
     824 |    39552 |    39602 |      825
     825 |    39600 |    39642 |      825
     826 |    39648 |    39696 |      827
     827 |    39696 |    39740 |      827
     828 |    39744 |    39791 |      828
     829 |    39792 |    39841 |      830
     830 |    39840 |    39885 |      830
     831 |    39888 |    39932 |      831
     832 |    39936 |    39982 |      832
     833 |    39984 |    40031 |      833
     834 |    40032 |    40081 |      835
     835 |    40080 |    40122 |      835
     836 |    40128 |    40172 |      836
     837 |    40176 |    40223 |      837
     838 |    40224 |    40267 |      838
     839 |    40272 |    40317 |      839
     840 |    40320 |    40367 |      840
     841 |    40368 |    40417 |      842
     842 |    40416 |    40459 |      842
     843 |    40464 |    40507 |      843
     844 |    40512 |    40555 |      844
     845 |    40560 |    40610 |      846
     846 |    40608 |    40658 |      847
     847 |    40656 |    40700 |      847
     848 |    40704 |    40751 |      848
     849 |    40752 |    40798 |      849
     850 |    40800 |    40848 |      851
     851 |    40848 |    40893 |      851
     852 |    40896 |    40940 |      852
     853 |    40944 |    40989 |      853
     854 |    40992 |    41038 |      854
     855 |    41040 |    41083 |      855
     856 |    41088 |    41134 |      856
     857 |    41136 |    41179 |      857
     858 |    41184 |    41226 |      858
     859 |    41232 |    41278 |      859
     860 |    41280 |    41327 |      860
     861 |    41328 |    41373 |      861
     862 |    41376 |    41421 |      862
     863 |    41424 |    41470 |      863
     864 |    41472 |    41518 |      864
     865 |    41520 |    41566 |      865
     866 |    41568 |    41614 |      866
     867 |    41616 |    41661 |      867
     868 |    41664 |    41708 |      868
     869 |    41712 |    41754 |      869
     870 |    41760 |    41806 |      870
     871 |    41808 |    41856 |      872
     872 |    41856 |    41901 |      872
     873 |    41904 |    41950 |      873
     874 |    41952 |    41999 |      874
     875 |    42000 |    42046 |      875
     876 |    42048 |    42096 |      877
     877 |    42096 |    42141 |      877
     878 |    42144 |    42188 |      878
     879 |    42192 |    42238 |      879
     880 |    42240 |    42281 |      880
     881 |    42288 |    42334 |      881
     882 |    42336 |    42380 |      882
     883 |    42384 |    42431 |      883
     884 |    42432 |    42480 |      885
     885 |    42480 |    42527 |      885
     886 |    42528 |    42573 |      886
     887 |    42576 |    42623 |      887
     888 |    42624 |    42671 |      888
     889 |    42672 |    42712 |      889
     890 |    42720 |    42764 |      890
     891 |    42768 |    42814 |      891
     892 |    42816 |    42861 |      892
     893 |    42864 |    42909 |      893
     894 |    42912 |    42958 |      894
     895 |    42960 |    43008 |      896
     896 |    43008 |    43054 |      896
     897 |    43056 |    43101 |      897
     898 |    43104 |    43146 |      898
     899 |    43152 |    43198 |      899
     900 |    43200 |    43245 |      900
     901 |    43248 |    43295 |      901
     902 |    43296 |    43344 |      903
     903 |    43344 |    43388 |      903
     904 |    43392 |    43436 |      904
     905 |    43440 |    43487 |      905
     906 |    43488 |    43529 |      906
     907 |    43536 |    43581 |      907
     908 |    43584 |    43629 |      908
     909 |    43632 |    43676 |      909
     910 |    43680 |    43726 |      910
     911 |    43728 |    43771 |      911
     912 |    43776 |    43820 |      912
     913 |    43824 |    43870 |      913
     914 |    43872 |    43920 |      915
     915 |    43920 |    43966 |      915
     916 |    43968 |    44011 |      916
     917 |    44016 |    44059 |      917
     918 |    44064 |    44108 |      918
     919 |    44112 |    44158 |      919
     920 |    44160 |    44207 |      920
     921 |    44208 |    44252 |      921
     922 |    44256 |    44301 |      922
     923 |    44304 |    44350 |      923
     924 |    44352 |    44397 |      924
     925 |    44400 |    44444 |      925
     926 |    44448 |    44495 |      926
     927 |    44496 |    44537 |      927
     928 |    44544 |    44590 |      928
     929 |    44592 |    44640 |      930
     930 |    44640 |    44684 |      930
     931 |    44688 |    44732 |      931
     932 |    44736 |    44783 |      932
     933 |    44784 |    44829 |      933
     934 |    44832 |    44875 |      934
     935 |    44880 |    44926 |      935
     936 |    44928 |    44976 |      937
     937 |    44976 |    45021 |      937
     938 |    45024 |    45072 |      939
     939 |    45072 |    45120 |      940
     940 |    45120 |    45163 |      940
     941 |    45168 |    45214 |      941
     942 |    45216 |    45264 |      943
     943 |    45264 |    45312 |      944
     944 |    45312 |    45359 |      944
     945 |    45360 |    45404 |      945
     946 |    45408 |    45453 |      946
     947 |    45456 |    45503 |      947
     948 |    45504 |    45552 |      949
     949 |    45552 |    45597 |      949
     950 |    45600 |    45650 |      951
     951 |    45648 |    45692 |      951
     952 |    45696 |    45744 |      953
     953 |    45744 |    45790 |      953
     954 |    45792 |    45834 |      954
     955 |    45840 |    45888 |      956
     956 |    45888 |    45932 |      956
     957 |    45936 |    45985 |      958
     958 |    45984 |    46032 |      959
     959 |    46032 |    46077 |      959
     960 |    46080 |    46129 |      961
     961 |    46128 |    46174 |      961
     962 |    46176 |    46220 |      962
     963 |    46224 |    46264 |      963
     964 |    46272 |    46316 |      964
     965 |    46320 |    46366 |      965
     966 |    46368 |    46411 |      966
     967 |    46416 |    46461 |      967
     968 |    46464 |    46512 |      969
     969 |    46512 |    46558 |      969
     970 |    46560 |    46606 |      970
     971 |    46608 |    46653 |      971
     972 |    46656 |    46702 |      972
     973 |    46704 |    46750 |      973
     974 |    46752 |    46795 |      974
     975 |    46800 |    46847 |      975
     976 |    46848 |    46894 |      976
     977 |    46896 |    46943 |      977
     978 |    46944 |    46988 |      978
     979 |    46992 |    47039 |      979
     980 |    47040 |    47085 |      980
     981 |    47088 |    47134 |      981
     982 |    47136 |    47179 |      982
     983 |    47184 |    47232 |      984
     984 |    47232 |    47282 |      985
     985 |    47280 |    47324 |      985
     986 |    47328 |    47373 |      986
     987 |    47376 |    47421 |      987
     988 |    47424 |    47466 |      988
     989 |    47472 |    47517 |      989
     990 |    47520 |    47566 |      990
     991 |    47568 |    47608 |      991
     992 |    47616 |    47663 |      992
     993 |    47664 |    47712 |      994
     994 |    47712 |    47756 |      994
     995 |    47760 |    47805 |      995
     996 |    47808 |    47852 |      996
     997 |    47856 |    47902 |      997
     998 |    47904 |    47951 |      998
     999 |    47952 |    47999 |      999
    1000 |    48000 |    48046 |     1000
   10000 |   480000 |   480112 |    10002
  100000 |  4800000 |  4800728 |   100015
